Data,Valor
08/08/2019,278.00
09/08/2019,278.30
12/08/2019,278.36
13/08/2019,278.90
14/08/2019,281.31
15/08/2019,283.39
16/08/2019,276.44
19/08/2019,281.23
20/08/2019,281.45
21/08/2019,283.31
22/08/2019,285.36
23/08/2019,286.61
26/08/2019,287.11
27/08/2019,287.68
28/08/2019,296.98
29/08/2019,292.08
30/08/2019,291.58
02/09/2019,288.89
03/09/2019,289.21
04/09/2019,287.92
05/09/2019,283.63
06/09/2019,280.69
09/09/2019,282.63
10/09/2019,287.01
11/09/2019,287.17
12/09/2019,288.53
13/09/2019,287.81
16/09/2019,289.36
17/09/2019,288.53
18/09/2019,288.31
19/09/2019,288.97
20/09/2019,288.56
23/09/2019,291.08
24/09/2019,291.60
25/09/2019,293.00
26/09/2019,292.68
27/09/2019,295.20
30/09/2019,294.47
01/10/2019,298.17
02/10/2019,296.89
03/10/2019,295.71
04/10/2019,290.92
07/10/2019,285.18
08/10/2019,288.51
09/10/2019,287.36
10/10/2019,286.70
11/10/2019,283.81
14/10/2019,286.11
15/10/2019,288.11
16/10/2019,286.06
17/10/2019,286.39
18/10/2019,287.35
21/10/2019,287.31
22/10/2019,288.61
23/10/2019,285.70
24/10/2019,283.43
25/10/2019,282.99
28/10/2019,285.89
29/10/2019,288.21
30/10/2019,286.97
31/10/2019,289.71
01/11/2019,291.80
04/11/2019,290.35
05/11/2019,294.71
06/11/2019,296.16
07/11/2019,299.10
08/11/2019,303.35
11/11/2019,304.05
12/11/2019,307.02
13/11/2019,309.70
14/11/2019,312.13
18/11/2019,301.47
19/11/2019,302.42
20/11/2019,305.57
21/11/2019,312.02
22/11/2019,312.49
25/11/2019,314.59
26/11/2019,311.46
27/11/2019,313.54
28/11/2019,314.46
29/11/2019,314.21
02/12/2019,314.79
03/12/2019,314.62
04/12/2019,310.46
05/12/2019,311.99
06/12/2019,315.79
09/12/2019,315.43
10/12/2019,321.29
11/12/2019,312.79
12/12/2019,316.29
13/12/2019,313.90
16/12/2019,316.97
17/12/2019,313.49
18/12/2019,313.21
19/12/2019,307.61
20/12/2019,306.89
23/12/2019,307.22
26/12/2019,302.30
27/12/2019,305.08
30/12/2019,303.80
02/01/2020,304.80
03/01/2020,303.37
06/01/2020,302.30
07/01/2020,300.58
08/01/2020,301.20
09/01/2020,302.50
10/01/2020,301.30
13/01/2020,293.44
14/01/2020,298.89
15/01/2020,298.97
16/01/2020,300.80
17/01/2020,302.25
20/01/2020,305.43
21/01/2020,305.71
22/01/2020,307.07
23/01/2020,310.49
24/01/2020,310.13
27/01/2020,305.40
28/01/2020,305.89
29/01/2020,299.80
30/01/2020,305.43
31/01/2020,309.68
03/02/2020,299.47
04/02/2020,304.96
05/02/2020,303.16
06/02/2020,305.72
07/02/2020,307.70
10/02/2020,305.92
11/02/2020,308.46
12/02/2020,305.92
13/02/2020,310.30
14/02/2020,309.25
17/02/2020,309.96
18/02/2020,309.80
19/02/2020,310.02
20/02/2020,309.34
21/02/2020,310.57
26/02/2020,309.80
27/02/2020,312.29
28/02/2020,312.92
02/03/2020,313.35
03/03/2020,316.46
04/03/2020,314.68
05/03/2020,312.19
06/03/2020,311.13
09/03/2020,311.00
10/03/2020,314.97
11/03/2020,316.21
12/03/2020,318.04
13/03/2020,317.69
16/03/2020,318.39
17/03/2020,321.57
18/03/2020,325.90
19/03/2020,325.69
20/03/2020,325.19
23/03/2020,329.72
24/03/2020,332.02
25/03/2020,329.64
26/03/2020,328.12
27/03/2020,323.52
30/03/2020,324.52
31/03/2020,327.02
01/04/2020,326.32
02/04/2020,332.74
03/04/2020,334.26
06/04/2020,331.91
07/04/2020,332.73
08/04/2020,333.73
09/04/2020,324.82
13/04/2020,328.64
14/04/2020,329.82
15/04/2020,329.82
16/04/2020,331.07
17/04/2020,329.82
20/04/2020,328.82
22/04/2020,326.32
23/04/2020,330.27
24/04/2020,334.62
27/04/2020,335.15
28/04/2020,340.96
29/04/2020,335.04
30/04/2020,335.13
04/05/2020,340.94
05/05/2020,348.74
06/05/2020,350.05
07/05/2020,352.85
08/05/2020,353.94
11/05/2020,361.18
12/05/2020,357.12
13/05/2020,359.57
14/05/2020,362.14
15/05/2020,361.74
18/05/2020,359.54
19/05/2020,360.40
20/05/2020,361.29
21/05/2020,356.21
22/05/2020,356.51
25/05/2020,354.22
26/05/2020,354.65
27/05/2020,352.15
28/05/2020,345.85
29/05/2020,344.85
01/06/2020,346.18
02/06/2020,342.76
03/06/2020,336.74
04/06/2020,335.04
05/06/2020,336.96
08/06/2020,335.04
09/06/2020,333.35
10/06/2020,333.74
12/06/2020,331.52
15/06/2020,337.13
16/06/2020,336.15
17/06/2020,339.02
18/06/2020,340.35
19/06/2020,338.19
22/06/2020,337.13
23/06/2020,335.85
24/06/2020,339.44
25/06/2020,338.74
26/06/2020,343.60
29/06/2020,348.94
30/06/2020,352.57
01/07/2020,347.97
02/07/2020,347.77
03/07/2020,345.49
06/07/2020,342.58
07/07/2020,347.35
08/07/2020,348.85
09/07/2020,348.18
10/07/2020,347.12
13/07/2020,348.48
14/07/2020,350.76
15/07/2020,348.10
16/07/2020,349.26
17/07/2020,356.84
20/07/2020,354.75
21/07/2020,356.51
22/07/2020,357.62
23/07/2020,361.51
24/07/2020,360.34
27/07/2020,361.21
28/07/2020,361.76
29/07/2020,362.30
30/07/2020,365.34
31/07/2020,364.04
03/08/2020,366.26
04/08/2020,379.83
05/08/2020,372.62
06/08/2020,373.04
07/08/2020,377.56
10/08/2020,379.67
11/08/2020,376.84
12/08/2020,376.98
13/08/2020,381.08
14/08/2020,386.33
17/08/2020,384.05
18/08/2020,392.33
19/08/2020,394.16
20/08/2020,398.74
21/08/2020,403.62
24/08/2020,406.19
25/08/2020,406.32
26/08/2020,411.18
27/08/2020,410.24
28/08/2020,409.49
31/08/2020,407.32
01/09/2020,411.71
02/09/2020,404.32
03/09/2020,401.08
04/09/2020,400.83
08/09/2020,399.41
09/09/2020,397.83
10/09/2020,399.98
11/09/2020,398.92
14/09/2020,388.72
15/09/2020,385.33
16/09/2020,384.63
17/09/2020,385.22
18/09/2020,385.53
21/09/2020,384.53
22/09/2020,388.90
23/09/2020,393.58
24/09/2020,396.55
25/09/2020,401.91
28/09/2020,399.44
29/09/2020,398.29
30/09/2020,396.33
01/10/2020,392.33
02/10/2020,395.28
05/10/2020,392.28
06/10/2020,393.06
07/10/2020,391.14
08/10/2020,393.16
09/10/2020,393.92
13/10/2020,391.70
14/10/2020,397.28
15/10/2020,398.92
16/10/2020,402.02
19/10/2020,402.37
20/10/2020,397.33
21/10/2020,399.41
22/10/2020,401.98
23/10/2020,402.55
26/10/2020,403.90
27/10/2020,407.10
28/10/2020,412.09
29/10/2020,412.13
30/10/2020,413.82
03/11/2020,410.36
04/11/2020,405.62
05/11/2020,409.12
06/11/2020,407.90
09/11/2020,397.55
10/11/2020,399.19
11/11/2020,407.51
12/11/2020,410.65
13/11/2020,416.36
16/11/2020,421.48
17/11/2020,415.24
18/11/2020,417.32
19/11/2020,412.32
20/11/2020,408.82
23/11/2020,409.82
24/11/2020,407.13
25/11/2020,406.75
26/11/2020,409.57
27/11/2020,414.15
30/11/2020,412.90
01/12/2020,408.90
02/12/2020,406.12
03/12/2020,401.82
04/12/2020,398.01
07/12/2020,393.01
08/12/2020,395.28
09/12/2020,395.20
10/12/2020,393.92
11/12/2020,393.92
14/12/2020,398.68
15/12/2020,398.46
16/12/2020,404.64
17/12/2020,403.01
18/12/2020,404.42
21/12/2020,404.82
22/12/2020,404.82
23/12/2020,404.75
28/12/2020,407.10
29/12/2020,410.82
30/12/2020,410.32
04/01/2021,407.55
05/01/2021,417.32
06/01/2021,415.52
07/01/2021,413.38
08/01/2021,414.82
11/01/2021,419.36
12/01/2021,416.49
13/01/2021,417.07
14/01/2021,412.82
15/01/2021,416.32
18/01/2021,416.82
19/01/2021,415.60
20/01/2021,415.97
21/01/2021,416.18
22/01/2021,418.98
25/01/2021,420.73
26/01/2021,416.52
27/01/2021,418.00
28/01/2021,422.48
29/01/2021,422.35
01/02/2021,422.91
02/02/2021,422.09
03/02/2021,425.40
04/02/2021,425.91
05/02/2021,424.72
08/02/2021,422.57
09/02/2021,423.48
10/02/2021,420.96
11/02/2021,422.18
12/02/2021,424.28
17/02/2021,425.09
18/02/2021,429.54
19/02/2021,428.51
22/02/2021,436.17
23/02/2021,444.17
24/02/2021,447.31
25/02/2021,452.08
26/02/2021,455.22
01/03/2021,458.31
02/03/2021,460.16
03/03/2021,465.61
04/03/2021,447.89
05/03/2021,450.44
08/03/2021,451.22
09/03/2021,454.97
10/03/2021,462.47
11/03/2021,450.36
12/03/2021,449.42
15/03/2021,449.34
16/03/2021,450.43
17/03/2021,453.47
18/03/2021,447.47
19/03/2021,443.59
22/03/2021,442.66
23/03/2021,439.24
24/03/2021,439.38
25/03/2021,444.96
26/03/2021,456.46
29/03/2021,456.16
30/03/2021,446.46
31/03/2021,448.15
01/04/2021,439.06
05/04/2021,437.69
06/04/2021,441.50
07/04/2021,444.51
08/04/2021,444.51
09/04/2021,454.08
12/04/2021,454.19
13/04/2021,455.69
14/04/2021,456.63
15/04/2021,452.88
16/04/2021,449.06
19/04/2021,445.97
20/04/2021,449.51
22/04/2021,448.72
23/04/2021,452.74
26/04/2021,452.24
27/04/2021,455.60
28/04/2021,459.41
29/04/2021,454.51
30/04/2021,455.97
03/05/2021,455.97
04/05/2021,459.69
05/05/2021,467.47
06/05/2021,465.47
07/05/2021,460.46
10/05/2021,458.96
11/05/2021,461.62
12/05/2021,459.50
13/05/2021,459.54
14/05/2021,457.74
17/05/2021,455.41
18/05/2021,462.21
19/05/2021,462.87
20/05/2021,463.59
21/05/2021,465.46
24/05/2021,460.46
25/05/2021,463.14
26/05/2021,467.18
27/05/2021,468.14
28/05/2021,476.77
31/05/2021,476.32
01/06/2021,483.45
02/06/2021,484.40
04/06/2021,478.59
07/06/2021,480.51
08/06/2021,479.95
09/06/2021,481.95
10/06/2021,483.45
11/06/2021,483.45
14/06/2021,479.95
15/06/2021,480.79
16/06/2021,482.68
17/06/2021,479.95
18/06/2021,484.94
21/06/2021,484.49
22/06/2021,483.58
23/06/2021,484.94
24/06/2021,486.61
25/06/2021,492.72
28/06/2021,497.16
29/06/2021,493.12
30/06/2021,500.44
01/07/2021,501.44
02/07/2021,506.44
05/07/2021,502.72
06/07/2021,513.27
07/07/2021,521.64
08/07/2021,524.03
09/07/2021,526.60
12/07/2021,527.94
13/07/2021,520.85
14/07/2021,531.30
15/07/2021,530.57
16/07/2021,533.69
19/07/2021,537.79
20/07/2021,549.48
21/07/2021,553.43
22/07/2021,565.84
23/07/2021,566.81
26/07/2021,583.57
27/07/2021,598.57
28/07/2021,602.43
29/07/2021,599.93
30/07/2021,580.56
02/08/2021,577.71
03/08/2021,594.93
04/08/2021,601.82
05/08/2021,603.11
06/08/2021,601.73
09/08/2021,612.91
10/08/2021,622.91
11/08/2021,622.41
12/08/2021,626.02
13/08/2021,631.18
16/08/2021,632.91
17/08/2021,637.18
18/08/2021,646.78
19/08/2021,649.35
20/08/2021,652.13
23/08/2021,652.68
24/08/2021,667.68
25/08/2021,666.90
26/08/2021,674.35
27/08/2021,683.65
30/08/2021,683.79
31/08/2021,691.01
01/09/2021,708.90
02/09/2021,721.71
03/09/2021,724.34
06/09/2021,733.23
08/09/2021,734.09
09/09/2021,735.73
10/09/2021,735.73
13/09/2021,737.67
14/09/2021,745.89
15/09/2021,758.64
16/09/2021,757.89
17/09/2021,762.89
20/09/2021,771.55
21/09/2021,782.11
22/09/2021,786.88
23/09/2021,794.00
24/09/2021,811.86
27/09/2021,812.64
28/09/2021,822.58
29/09/2021,818.49
30/09/2021,825.86
01/10/2021,830.32
04/10/2021,833.75
05/10/2021,827.36
06/10/2021,833.36
07/10/2021,836.06
08/10/2021,834.41
11/10/2021,831.06
13/10/2021,833.86
14/10/2021,828.86
15/10/2021,811.68
18/10/2021,799.31
19/10/2021,774.87
20/10/2021,752.65
21/10/2021,753.38
22/10/2021,755.43
25/10/2021,759.87
26/10/2021,772.37
27/10/2021,767.65
28/10/2021,765.71
29/10/2021,771.04
01/11/2021,776.53
03/11/2021,778.33
04/11/2021,782.13
05/11/2021,781.28
08/11/2021,784.46
09/11/2021,791.46
10/11/2021,794.83
11/11/2021,801.19
12/11/2021,802.10
16/11/2021,804.27
17/11/2021,815.08
18/11/2021,809.10
19/11/2021,812.60
22/11/2021,808.83
23/11/2021,819.82
24/11/2021,822.32
25/11/2021,818.64
26/11/2021,820.82
29/11/2021,812.83
30/11/2021,815.82
01/12/2021,825.93
02/12/2021,830.81
03/12/2021,834.51
06/12/2021,836.69
07/12/2021,838.70
08/12/2021,834.36
09/12/2021,839.81
10/12/2021,830.89
13/12/2021,828.67
14/12/2021,829.22
15/12/2021,831.28
16/12/2021,829.78
17/12/2021,830.78
20/12/2021,825.41
21/12/2021,826.28
22/12/2021,828.11
23/12/2021,829.78
27/12/2021,831.21
28/12/2021,827.64
29/12/2021,827.92
30/12/2021,828.35
03/01/2022,829.17
04/01/2022,826.80
05/01/2022,826.30
06/01/2022,826.47
07/01/2022,828.00
10/01/2022,826.94
11/01/2022,832.02
12/01/2022,836.67
13/01/2022,827.58
14/01/2022,827.92
17/01/2022,829.58
18/01/2022,825.30
19/01/2022,827.20
20/01/2022,824.80
21/01/2022,827.58
24/01/2022,825.80
25/01/2022,830.50
26/01/2022,835.35
27/01/2022,829.24
28/01/2022,828.35
31/01/2022,819.80
01/02/2022,817.08
02/02/2022,817.73
03/02/2022,822.73
04/02/2022,822.28
07/02/2022,823.48
08/02/2022,828.53
09/02/2022,830.41
10/02/2022,827.28
11/02/2022,822.96
14/02/2022,823.42
15/02/2022,823.87
16/02/2022,824.96
17/02/2022,821.60
18/02/2022,819.78
21/02/2022,819.23
22/02/2022,817.05
23/02/2022,812.06
24/02/2022,802.01
25/02/2022,804.78
02/03/2022,782.26
03/03/2022,773.10
04/03/2022,767.95
07/03/2022,750.68
08/03/2022,749.77
09/03/2022,751.44
10/03/2022,746.44
11/03/2022,758.52
14/03/2022,755.32
15/03/2022,758.40
16/03/2022,766.13
17/03/2022,766.13
18/03/2022,769.74
21/03/2022,768.63
22/03/2022,773.49
23/03/2022,769.24
24/03/2022,764.74
25/03/2022,767.02
28/03/2022,766.41
29/03/2022,769.74
30/03/2022,784.28
31/03/2022,805.29
01/04/2022,807.75
04/04/2022,813.50
05/04/2022,811.97
06/04/2022,806.12
07/04/2022,809.75
08/04/2022,817.25
11/04/2022,826.25
12/04/2022,822.25
13/04/2022,820.75
14/04/2022,822.53
18/04/2022,809.20
19/04/2022,819.25
20/04/2022,821.75
22/04/2022,821.97
25/04/2022,820.37
26/04/2022,809.75
27/04/2022,806.57
28/04/2022,799.76
29/04/2022,791.98
02/05/2022,790.30
03/05/2022,789.75
04/05/2022,789.19
05/05/2022,783.75
06/05/2022,770.84
09/05/2022,763.14
10/05/2022,755.47
11/05/2022,756.52
12/05/2022,755.11
13/05/2022,752.61
16/05/2022,758.44
17/05/2022,756.07
18/05/2022,751.56
19/05/2022,747.47
20/05/2022,747.74
23/05/2022,732.75
24/05/2022,733.25
25/05/2022,727.75
26/05/2022,726.41
27/05/2022,723.84
30/05/2022,717.25
31/05/2022,708.25
01/06/2022,707.75
02/06/2022,695.76
03/06/2022,693.76
06/06/2022,691.58
07/06/2022,692.26
08/06/2022,693.40
09/06/2022,690.32
10/06/2022,693.51
13/06/2022,689.76
14/06/2022,691.98
15/06/2022,692.26
17/06/2022,691.43
20/06/2022,696.57
21/06/2022,699.29
22/06/2022,706.41
23/06/2022,698.25
24/06/2022,698.25
27/06/2022,698.08
28/06/2022,699.25
29/06/2022,706.75
30/06/2022,709.24
01/07/2022,703.65
04/07/2022,709.30
05/07/2022,705.31
06/07/2022,707.26
07/07/2022,708.26
08/07/2022,706.76
11/07/2022,706.76
12/07/2022,710.76
13/07/2022,713.26
14/07/2022,711.98
15/07/2022,711.76
18/07/2022,718.64
19/07/2022,719.25
20/07/2022,717.75
21/07/2022,721.39
22/07/2022,718.63
25/07/2022,722.31
26/07/2022,718.66
27/07/2022,720.25
28/07/2022,716.42
29/07/2022,715.38
01/08/2022,715.73
02/08/2022,715.93
03/08/2022,721.40
04/08/2022,723.06
05/08/2022,719.22
08/08/2022,719.72
09/08/2022,719.72
10/08/2022,724.09
11/08/2022,728.47
12/08/2022,731.38
15/08/2022,729.22
16/08/2022,732.44
17/08/2022,736.21
18/08/2022,737.71
19/08/2022,737.44
22/08/2022,743.04
23/08/2022,741.71
24/08/2022,748.21
25/08/2022,751.37
26/08/2022,747.21
29/08/2022,744.71
30/08/2022,744.21
31/08/2022,749.71
01/09/2022,745.35
02/09/2022,749.72
05/09/2022,753.05
06/09/2022,755.13
08/09/2022,750.35
09/09/2022,750.22
12/09/2022,750.28
13/09/2022,749.22
14/09/2022,744.72
15/09/2022,745.22
16/09/2022,746.72
19/09/2022,745.28
20/09/2022,747.22
21/09/2022,746.09
22/09/2022,747.72
23/09/2022,741.72
26/09/2022,745.83
27/09/2022,746.09
28/09/2022,744.22
29/09/2022,741.09
30/09/2022,737.73
03/10/2022,722.66
04/10/2022,716.11
05/10/2022,713.38
06/10/2022,698.39
07/10/2022,696.75
10/10/2022,686.39
11/10/2022,684.76
13/10/2022,667.76
14/10/2022,656.58
17/10/2022,646.77
18/10/2022,638.66
19/10/2022,625.28
20/10/2022,614.78
21/10/2022,605.78
24/10/2022,604.29
25/10/2022,604.79
26/10/2022,590.35
27/10/2022,580.25
28/10/2022,580.79
31/10/2022,587.01
01/11/2022,574.79
03/11/2022,555.52
04/11/2022,557.79
07/11/2022,548.30
08/11/2022,551.29
09/11/2022,553.13
10/11/2022,556.46
11/11/2022,560.79
14/11/2022,550.67
16/11/2022,554.79
17/11/2022,558.13
18/11/2022,557.92
21/11/2022,564.37
22/11/2022,573.88
23/11/2022,583.42
24/11/2022,579.78
25/11/2022,590.78
28/11/2022,595.28
29/11/2022,601.59
30/11/2022,609.77
01/12/2022,627.27
02/12/2022,633.65
05/12/2022,634.76
06/12/2022,649.20
07/12/2022,659.75
08/12/2022,665.31
09/12/2022,675.37
12/12/2022,683.75
13/12/2022,694.24
14/12/2022,709.11
15/12/2022,704.74
16/12/2022,700.24
19/12/2022,699.74
20/12/2022,699.18
21/12/2022,700.85
22/12/2022,696.82
23/12/2022,698.24
26/12/2022,696.56
27/12/2022,694.24
28/12/2022,698.74
29/12/2022,697.74
02/01/2023,693.31
03/01/2023,690.46
04/01/2023,694.74
05/01/2023,693.08
06/01/2023,693.08
09/01/2023,695.57
10/01/2023,684.74
11/01/2023,673.08
12/01/2023,675.20
13/01/2023,672.68
16/01/2023,665.38
17/01/2023,664.20
18/01/2023,666.25
19/01/2023,667.61
20/01/2023,669.75
23/01/2023,676.18
24/01/2023,674.75
25/01/2023,676.62
26/01/2023,679.75
27/01/2023,687.74
30/01/2023,696.96
31/01/2023,703.63
01/02/2023,698.76
02/02/2023,688.27
03/02/2023,682.77
06/02/2023,694.76
07/02/2023,702.89
08/02/2023,702.26
09/02/2023,697.26
10/02/2023,691.27
13/02/2023,689.77
14/02/2023,693.27
15/02/2023,688.66
16/02/2023,693.52
17/02/2023,694.05
22/02/2023,701.43
23/02/2023,699.76
24/02/2023,698.93
27/02/2023,694.76
28/02/2023,694.21
01/03/2023,693.06
02/03/2023,694.73
03/03/2023,691.40
06/03/2023,692.59
07/03/2023,679.74
08/03/2023,668.24
09/03/2023,658.49
10/03/2023,650.75
13/03/2023,639.33
14/03/2023,622.03
15/03/2023,609.35
16/03/2023,615.32
17/03/2023,610.32
20/03/2023,606.85
21/03/2023,616.12
22/03/2023,619.76
23/03/2023,629.75
24/03/2023,640.25
27/03/2023,648.75
28/03/2023,648.25
29/03/2023,646.41
30/03/2023,644.75
31/03/2023,638.64
03/04/2023,644.78
04/04/2023,644.78
05/04/2023,651.14
06/04/2023,653.28
10/04/2023,656.14
11/04/2023,659.78
12/04/2023,660.19
13/04/2023,672.95
14/04/2023,664.28
17/04/2023,664.15
18/04/2023,667.47
19/04/2023,676.65
20/04/2023,665.23
24/04/2023,680.22
25/04/2023,672.95
26/04/2023,677.95
27/04/2023,670.68
28/04/2023,668.11
02/05/2023,672.01
03/05/2023,668.07
04/05/2023,667.92
05/05/2023,664.29
08/05/2023,669.28
09/05/2023,667.01
10/05/2023,670.85
11/05/2023,661.56
12/05/2023,662.66
15/05/2023,667.01
16/05/2023,667.74
17/05/2023,675.19
18/05/2023,676.82
19/05/2023,684.73
22/05/2023,691.73
23/05/2023,690.98
24/05/2023,686.40
25/05/2023,696.23
26/05/2023,696.40
29/05/2023,691.73
30/05/2023,698.23
31/05/2023,700.64
01/06/2023,710.44
02/06/2023,711.10
05/06/2023,710.19
06/06/2023,712.92
07/06/2023,711.73
09/06/2023,725.84
12/06/2023,721.40
13/06/2023,721.81
14/06/2023,720.19
15/06/2023,725.29
16/06/2023,729.23
19/06/2023,727.73
20/06/2023,726.95
21/06/2023,709.74
22/06/2023,703.37
23/06/2023,691.96
26/06/2023,698.07
27/06/2023,692.24
28/06/2023,679.75
29/06/2023,657.26
30/06/2023,644.31
03/07/2023,634.77
04/07/2023,633.24
05/07/2023,646.44
06/07/2023,650.68
07/07/2023,657.77
10/07/2023,661.99
11/07/2023,660.77
12/07/2023,657.49
13/07/2023,654.27
14/07/2023,651.59
17/07/2023,651.44
18/07/2023,647.55
19/07/2023,652.77
20/07/2023,643.66
21/07/2023,646.13
24/07/2023,651.99
25/07/2023,650.88
26/07/2023,645.77
27/07/2023,650.88
28/07/2023,642.77
31/07/2023,642.27
01/08/2023,644.75
02/08/2023,650.25
03/08/2023,654.12
04/08/2023,658.64
07/08/2023,657.25
08/08/2023,665.25
09/08/2023,667.25
10/08/2023,667.67
11/08/2023,666.62
14/08/2023,662.25
15/08/2023,653.50
16/08/2023,649.76
17/08/2023,648.09
18/08/2023,644.34
21/08/2023,646.58
22/08/2023,649.30
23/08/2023,648.39
24/08/2023,648.26
25/08/2023,646.98
28/08/2023,645.31
29/08/2023,648.76
30/08/2023,645.76
31/08/2023,655.17
01/09/2023,654.28
04/09/2023,654.28
05/09/2023,647.56
06/09/2023,648.28
08/09/2023,649.78
11/09/2023,647.56
12/09/2023,642.78
13/09/2023,645.40
14/09/2023,642.78
15/09/2023,647.05
18/09/2023,651.14
19/09/2023,651.44
20/09/2023,647.98
21/09/2023,648.28
22/09/2023,644.49
25/09/2023,649.29
26/09/2023,644.79
27/09/2023,644.79
28/09/2023,645.90
29/09/2023,645.34
02/10/2023,647.50
03/10/2023,648.53
04/10/2023,643.78
05/10/2023,651.65
06/10/2023,646.44
09/10/2023,641.86
10/10/2023,637.86
11/10/2023,631.92
13/10/2023,636.45
16/10/2023,631.92
17/10/2023,631.32
18/10/2023,633.87
19/10/2023,643.24
20/10/2023,652.27
23/10/2023,658.52
24/10/2023,658.11
25/10/2023,654.36
26/10/2023,651.31
27/10/2023,647.05
30/10/2023,636.70
31/10/2023,647.96
01/11/2023,639.36
03/11/2023,641.44
06/11/2023,646.57
07/11/2023,643.12
08/11/2023,650.28
09/11/2023,657.56
10/11/2023,652.06
13/11/2023,658.11
14/11/2023,653.12
16/11/2023,667.78
17/11/2023,655.93
20/11/2023,664.28
21/11/2023,659.78
22/11/2023,664.78
23/11/2023,666.28
24/11/2023,667.00
27/11/2023,670.61
28/11/2023,681.02
29/11/2023,675.93
30/11/2023,697.49
01/12/2023,697.05
04/12/2023,686.45
05/12/2023,697.78
06/12/2023,704.22
07/12/2023,700.78
08/12/2023,709.22
11/12/2023,710.23
12/12/2023,741.58
13/12/2023,759.30
14/12/2023,774.75
15/12/2023,772.26
18/12/2023,770.32
19/12/2023,775.26
20/12/2023,772.84
21/12/2023,788.39
22/12/2023,770.32
26/12/2023,766.91
27/12/2023,760.60
28/12/2023,759.05
